Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Wandy Peralta","SDP",2.97184,2.65771,0,3.66232,55.6078,0,1.52066,11.9206,54.8419,234.864,48.5553,24.2571,22.3165,5.71147,24.2156,0.687791,3.05156,51.5485,8.45952,3.97397,2.12873,0.937298,0.219482,0.103105,0.11637769639492035,0.233892,1.32692,0.284985,0.74896,,,4.22061,0.1759,0.611513,730.22998046875,1.99642,-0.656061,0.77332,"14295"
"Allan Winans",,1.18891,1.19678,0.390384,4.27115,16.1114,1.03405,0,0.835407,20.8884,88.8588,21.4821,10.7751,9.91306,2.64818,5.66614,0.466377,1.13428,19.1073,8.23261,2.44132,3.37219,1.141,0.21503,0.0637656,0.15126436203718185,0.26179,1.29968,0.312322,0.698491,,,4.05036,0.175364,0.126869,749.7899780273438,2.17702,-0.383803,1.04748,"21238"
"Aaron Loup",,1.87326,2.30387,0,4.23941,40.4506,0,0.248797,6.25544,39.8745,172.717,40.4541,20.416,18.7827,4.49896,14.1891,1.56866,2.43794,35.7314,8.06485,3.20258,2.51823,1.01545,0.206878,0.0821519,0.12472585588693619,0.259171,1.37038,0.310333,0.707983,,,4.18056,0.174955,0.188948,999,2.28444,-1.44492,0.7367,"10343"
"Brent Headrick",,1.23609,0.936042,0.38797,4.51722,16.4397,1.51527,0.00668305,0.937767,25.9004,111.401,25.3821,14.1302,12.9998,3.89746,9.3285,0.256258,1.57907,26.068,9.05822,3.24151,2.79445,1.35431,0.234001,0.0837381,0.15026335418224335,0.252575,1.34016,0.304626,0.703504,,,4.46173,0.174619,0.0977313,999,1.80298,-0.741374,0.909224,"27702"
"Keynan Middleton","STL",2.17541,2.03621,0,4.00832,44.761,0,0.769719,7.13583,45.2943,191.767,39.9712,21.9268,20.1727,6.11106,18.592,0.42856,1.85054,49.8727,9.90973,3.69423,2.68248,1.21427,0.260069,0.0969507,0.16311810165643692,0.233307,1.29295,0.293566,0.732615,,,4.1608,0.173749,0.26262,745.47998046875,2.29388,-0.889527,0.738505,"15264"
"Drew Smith","NYM",3.35637,3.60604,0,4.2808,54.2904,0,1.01037,12.5077,55.0655,235.503,49.4901,28.4692,26.1916,8.3088,23.4661,1.0802,2.85648,58.4397,9.55148,3.83534,2.49038,1.358,0.248149,0.0996427,0.14850590378046036,0.236591,1.3249,0.28913,0.725444,,,4.52812,0.171321,0.209826,999,1.62663,-0.450894,0.428377,"17755"
"Jonathan Hernández","TEX",2.06016,2.3859,0,4.39403,46.6787,0,1.15318,9.36719,48.8722,215.287,46.8098,25.9355,23.8606,5.90525,23.6772,1.84822,3.07106,48.1645,8.86968,4.36025,2.03421,1.08747,0.223722,0.10998,0.11374235898256302,0.248276,1.44227,0.304192,0.716036,,,4.49673,0.169134,0.112986,999,3.17269,-1.84958,0.5624,"17464"
"Ian Anderson",,1.22203,0.914326,0.974476,4.51367,7.31649,3.0184,0,0.281247,19.7883,85.6995,19.1258,10.7872,9.9242,2.61014,8.66356,0.145097,0.524202,18.0485,8.20872,3.94031,2.08327,1.18713,0.210602,0.101092,0.10950978845357895,0.249972,1.40433,0.295697,0.704457,,,4.53854,0.169001,0.177621,999,1.40495,-1.1249,0.975861,"19951"
"Taylor Clarke","MIL",2.73629,3.18615,0,4.60211,50.0441,0.166018,0.672889,9.14499,52.6968,225.692,52.5793,29.2895,26.9463,8.84026,18.2162,0.95546,2.07619,54.963,9.38703,3.11111,3.01726,1.50981,0.24353,0.0807124,0.16281800717115402,0.255985,1.34345,0.308898,0.710486,,,4.50511,0.168915,0.0326515,999,3.78577,-0.498704,0.414238,"17611"
"Daulton Jefferies","SFG",1.57412,2.18614,0.655954,4.56856,20.5725,1.78217,0,1.34598,27.1169,114.852,28.751,14.962,13.765,3.7608,6.24613,0.206973,1.21631,20.6581,6.85633,2.07307,3.30733,1.24819,0.179866,0.054384,0.1254819706082344,0.267725,1.2906,0.301192,0.673858,,,4.35994,0.167691,0.0712976,999,1.74898,-0.410551,0.942149,"19345"
"Ryan Weathers","MIA",2.38758,4.15625,1.29396,4.88824,35.1121,4.69678,0,4.49113,58.6883,257.411,61.52,34.6476,31.8758,8.993,23.8323,0.448019,1.86257,50.1885,7.69654,3.65474,2.10591,1.3791,0.194974,0.0925845,0.10238983482122421,0.265497,1.45433,0.304443,0.696855,,,4.85019,0.167658,0.0464435,676.2899780273438,5.1013,-0.719239,0.381668,"23796"
"Kolby Allard","PHI",1.44245,1.88708,1.12854,4.98925,16.8684,3.21661,0.00194251,0.543703,29.9958,127.934,29.9298,18.0745,16.6285,5.48902,10.089,0.512968,0.927531,27.7693,8.33196,3.02712,2.75244,1.64693,0.217059,0.0788608,0.13819865137338638,0.25599,1.33414,0.292146,0.678672,,,4.8842,0.164609,0.0241483,999,2.5885,-0.688654,0.795342,"18694"
"Sean Reid-Foley","NYM",1.79039,2.32107,0,4.22005,42.1924,0,0,7.42784,45.7147,198.763,39.1524,23.2993,21.4353,5.62311,24.9946,0.740271,2.04339,55.8182,10.9891,4.92078,2.23321,1.10704,0.280828,0.125751,0.15507689118385315,0.227995,1.40321,0.304028,0.725864,,,4.18643,0.16454,0.217304,999,3.11799,-1.25222,0.592558,"17034"
"Michael McGreevy","STL",1.00306,1.04561,1.44525,4.44049,7.03412,2.94222,0,0.432428,20.2733,87.1869,22.0539,10.8724,10.0026,2.59295,5.59965,0,0.740767,12.8317,5.69641,2.48587,2.29152,1.1511,0.147174,0.0642257,0.08294866979122162,0.272787,1.36403,0.297468,0.698533,,,4.59011,0.162518,0.152954,999,0.659816,-0.914364,1.05306,"sa3017598"
"José Cisnero","LAA",2.42321,2.93241,0,4.45845,48.9071,0,0.830685,9.45364,47.8525,209.244,44.9837,25.7667,23.7054,6.60627,22.47,0.972698,3.01818,52.0206,9.78393,4.2261,2.31512,1.24249,0.248612,0.107386,0.14122574776411057,0.244801,1.40961,0.306702,0.716211,,,4.47347,0.161951,0.0464114,999,2.51771,-1.41695,0.480101,"6399"
"Prelander Berroa","CHW",2.10271,1.7283,0,4.16628,43.1608,0,2.11354,6.56792,46.5281,201.795,38.5784,23.4117,21.5388,5.4669,26.5286,0.526093,1.75627,55.9958,10.8314,5.13146,2.11077,1.05747,0.277489,0.131463,0.14602597057819366,0.222341,1.3993,0.295514,0.725724,,,4.19926,0.161435,0.272098,548.7899780273438,3.99299,-0.669666,0.628117,"22932"
"Lucas Gilbreath","COL",1.67912,1.72328,0,4.7408,38.7655,0,0.343726,5.995,38.2761,171.911,37.9107,21.9154,20.1622,4.56876,20.9197,0.626068,2.08014,39.6965,9.33398,4.91893,1.89756,1.07427,0.230913,0.121689,0.1092236265540123,0.254585,1.537,0.318616,0.704027,,,4.53522,0.159314,0.187319,999,1.98559,-0.701281,0.567189,"21290"
"Ryne Stanek","SEA",2.91837,2.26218,0,3.89965,54.3094,0,0.617888,10.1037,54.4794,231.46,45.7396,25.6583,23.6056,7.2963,25.765,1.14084,1.96507,59.7569,9.87184,4.25638,2.31931,1.20535,0.258174,0.111315,0.1468587890267372,0.224511,1.31251,0.281272,0.748026,,,4.32936,0.159133,0.209453,750.5499877929688,2.08488,-0.32539,0.615051,"15947"
"Matthew Boyd","DET",0.891806,0.927188,0.816443,4.4691,2.66467,2.65646,0,0,13.9761,59.5106,13.4707,7.54354,6.94006,2.19704,4.80423,0.470773,0.705009,13.5546,8.72855,3.09372,2.82138,1.4148,0.227767,0.0807291,0.14703800529241562,0.249451,1.30759,0.294738,0.706056,,,4.54154,0.158974,0.107606,999,0.635416,-1.04435,1.12404,"15440"
"James Kaprielian",,1.92047,3.27236,2.12506,5.03231,8.50575,8.2925,0,0,44.0422,192.072,42.7276,26.7674,24.626,7.05242,19.1559,0.372333,2.46563,36.6683,7.49315,3.91449,1.91421,1.44116,0.19091,0.0997329,0.0911768302321434,0.250675,1.40509,0.281507,0.675178,,,5.14435,0.157842,0.00482894,999,1.76413,1.288,0.513287,"18331"
"Shintaro Fujinami","NYM",3.41373,3.95178,0.254839,4.86563,47.814,0.83518,0.266016,8.26193,53.6233,236.209,47.8048,31.511,28.9901,6.55264,29.3956,0.518306,3.50052,58.9241,9.88967,4.93368,2.00452,1.09978,0.249458,0.124448,0.12501031160354614,0.23513,1.43968,0.299285,0.671639,,,4.48631,0.157366,-0.189418,738.530029296875,4.85844,-0.301715,0.290118,"31839"
"J.B. Bukauskas","MIL",1.61134,1.3386,0,4.09408,24.0402,0,0,0.977026,25.6878,111.14,25.2197,12.7014,11.6853,2.65663,9.90075,1.72211,1.52546,24.295,8.51202,3.46884,2.45385,0.93078,0.218597,0.0890832,0.12951388955116272,0.25292,1.3672,0.310091,0.713955,,,4.04237,0.156263,0.137415,999,1.44726,-0.939762,0.940871,"20491"
"Erik Miller",,1.62465,1.39567,0,4.35537,37.9508,0,0,4.56888,40.057,177.045,35.4386,21.0704,19.3848,4.20238,23.6841,0.724855,1.75753,45.4057,10.2018,5.32134,1.91714,0.944192,0.256464,0.133774,0.12268957495689392,0.233758,1.47597,0.306251,0.71474,,,4.25722,0.156034,0.0891102,999,3.31378,0.49364,0.624771,"sa3011336"
"Brendan White",,1.18231,1.67369,0,4.32207,22.743,0.185494,0,1.20514,24.9914,107.06,24.3347,13.0452,12.0016,2.5812,8.33208,0.308471,1.9184,24.5659,8.84678,3.00059,2.94835,0.929555,0.229459,0.0778262,0.15163249522447586,0.251367,1.30713,0.31227,0.67537,,,3.86226,0.155551,0.0570746,999,2.32192,-0.672607,0.979342,"26024"
"Jake Diekman","NYM",2.39001,2.53598,0,4.10272,55.6067,0,0.635829,10.0884,53.7939,236.882,44.4828,26.6548,24.5224,6.08864,33.1492,1.15021,3.24738,65.2981,10.9247,5.54604,1.96982,1.01866,0.275657,0.13994,0.13571690022945404,0.221876,1.44314,0.297402,0.737647,,,4.32851,0.154779,0.255073,999,3.3238,-0.250898,0.571525,"5003"
"Alec Marsh","KCR",2.74647,4.72723,2.41959,5.19275,22.0926,8.12857,0,0.488533,59.3015,263.323,60.0884,37.1906,34.2154,9.72106,27.2669,0.42806,3.99268,59.7289,9.06486,4.13821,2.19052,1.47533,0.226828,0.10355,0.12327831983566284,0.258932,1.47307,0.309738,0.680238,,,4.95305,0.154614,-0.019223,747.8900146484375,3.92653,-1.01544,0.45526,"27451"
"Victor Vodnik","COL",2.03402,1.40323,0,4.81001,30.4864,0,0,1.38749,33.6702,149.674,34.1211,19.5596,17.9949,4.01737,16.5516,0.410284,1.35784,33.6133,8.98479,4.42422,2.03082,1.07384,0.224577,0.110584,0.1139923706650734,0.258955,1.50497,0.319797,0.690659,,,4.40524,0.153197,0.14036,750.030029296875,1.5465,-0.386522,0.580878,"24614"
"Manuel Rodríguez","TBR",1.64798,1.20743,0,4.00895,27.3864,0,2.53867,3.52571,27.4329,118.515,24.9505,13.2823,12.2197,2.86986,12.6339,0.662911,1.37529,28.0682,9.20841,4.14484,2.22165,0.941523,0.236832,0.106602,0.13023026287555695,0.238747,1.37005,0.300139,0.723997,,,4.10072,0.152251,0.177621,750.1599731445312,0.707602,-1.42561,0.959012,"20794"
"Mike Vasil","NYM",0.739758,0.707788,0.834094,4.57892,3.82913,3.45757,0,0,17.0375,72.5448,16.2592,9.42192,8.66817,2.64591,6.25348,0.179914,0.623236,15.5748,8.22729,3.30337,2.49057,1.39769,0.214692,0.0862016,0.1284899190068245,0.247597,1.32136,0.286914,0.696006,,,4.6565,0.151218,0.189807,999,1.52934,-0.25865,1.08672,"sa3017915"
"Thyago Vieira","MIL",1.50448,1.75609,0,4.10345,23.3551,0,0,1.06279,25.9637,110.901,23.402,12.8672,11.8379,3.12554,10.9625,0.255281,1.24169,28.1358,9.75293,3.80001,2.56656,1.08343,0.253702,0.0988492,0.15485303103923798,0.23711,1.32356,0.30068,0.716844,,,4.06282,0.150432,0.137421,999,1.86577,-0.400516,0.947212,"14510"
"David Festa","MIN",1.04438,1.09288,1.3028,4.55107,3.02185,3.02185,0,0,16.7383,72.58,16.3114,9.20013,8.46412,2.17504,6.93066,0,0.796983,14.4769,7.78409,3.72655,2.08882,1.1695,0.199461,0.09549,0.10397141426801682,0.251515,1.38856,0.293282,0.695248,,,4.59955,0.150345,0.178871,999,0.836933,0.515484,1.04414,"sa3017788"
"Jared Shuster","CHW",2.95328,4.25461,2.84317,5.0509,16.4781,10.281,0,0.527385,59.2158,258.47,60.5759,36.1223,33.2325,9.66113,24.5227,0.280022,1.646,43.216,6.56824,3.72712,1.76228,1.46836,0.167199,0.0948764,0.0723225325345993,0.260764,1.43709,0.283767,0.684284,,,5.24216,0.148088,0.169836,737.5999755859375,2.14049,-0.217064,0.406676,"27472"
"Liam Hendriks","BOS",1.02686,0.758741,0,3.67994,13.0309,0,0.0553473,2.01011,13.4851,54.7716,11.7144,5.99329,5.51383,1.84006,3.5987,0.171212,0.351703,16.4205,10.9591,2.40178,4.56291,1.22806,0.2998,0.0657038,0.2340962514281273,0.230501,1.13555,0.303259,0.73171,,,3.47239,0.147223,0.139354,732.4199829101562,1.78923,2.79912,1.22581,"3548"
"Lyon Richardson",,0.737707,1.33462,0.302189,4.84551,13.3042,2.48525,0,0.824754,22.083,96.9859,21.1069,12.9231,11.8893,3.33639,10.9491,0.201554,0.889171,22.4196,9.13719,4.46232,2.04763,1.35975,0.231164,0.112893,0.11827067285776138,0.247886,1.45161,0.299209,0.69866,,,4.79688,0.147091,0.084224,748.6099853515625,1.99986,-0.613479,0.900812,"24581"
"Jovani Moran","MIN",0.428129,0.459512,0,4.02412,14.4431,0,0.00130858,3.58216,15.6734,66.4333,11.9707,7.61737,7.00798,1.16744,8.55503,0.304094,0.4546,18.5362,10.6439,4.91247,2.1667,0.670366,0.27902,0.128776,0.15024325251579285,0.208463,1.30959,0.286407,0.683297,,,3.58255,0.146716,0.0559581,999,1.61934,-0.191514,1.15922,"20422"
"Eric Lauer",,2.58937,2.94478,2.29853,4.70974,13.628,6.70127,0,0.295244,42.2111,181.694,41.195,24.0101,22.0893,7.53274,16.9225,0.188735,1.16468,37.4119,7.97675,3.60811,2.21078,1.60609,0.205906,0.0931372,0.11276880651712418,0.251792,1.37683,0.28368,0.716969,,,5.08781,0.145082,0.30412,734.6900024414062,2.83006,1.1489,0.538938,"19316"
"Packy Naughton","STL",0.352723,0.699557,0,4.0768,8.27001,0.538764,0.000943149,0.776772,13.3336,56.8415,13.9516,6.56502,6.03982,1.42573,3.85809,0.281127,0.364342,11.4236,7.71081,2.60416,2.96096,0.962351,0.200974,0.0678745,0.13309913128614426,0.265144,1.3357,0.314961,0.711074,,,3.88162,0.144794,0.0657252,999,2.13493,-0.713139,1.20521,"23292"
"Tanner Banks","CHW",2.53812,2.42375,0.199812,4.23606,46.2441,0.413001,0.659235,5.502,54.9464,231.888,55.3819,28.1107,25.8618,8.3315,14.8764,0.958238,2.28481,50.1491,8.21421,2.43669,3.37106,1.36467,0.216264,0.0641533,0.15211112797260284,0.257918,1.27867,0.30113,0.719314,,,4.33782,0.14345,0.209835,750.9000244140625,1.79201,-1.05757,0.617867,"16990"
"Andre Jackson",,0.812835,1.44144,0.143169,4.63216,12.1075,2.22125,0.573826,1.4882,26.528,113.599,23.5956,14.8408,13.6535,3.83729,12.0579,0.334148,1.0146,24.9551,8.46639,4.09083,2.0696,1.30186,0.219677,0.106145,0.11353226006031036,0.234719,1.344,0.275437,0.687312,,,4.73243,0.141324,0.146773,999,0.989912,1.00712,0.939438,"21298"
"Collin McHugh",,1.99621,1.58442,0,4.46527,40.5897,0.277877,0,12.3342,48.6912,209.279,50.0388,26.2584,24.1577,6.59143,15.3214,0.78244,2.71436,43.5808,8.0554,2.83198,2.84444,1.21835,0.208243,0.0732103,0.13503234088420868,0.26165,1.34234,0.307982,0.696602,,,4.33602,0.140637,0.140906,999,0.579352,0.350782,0.583638,"7531"
"Nick Sandlin","CLE",3.54023,3.4237,0,3.9789,56.548,0,0.0713021,11.3818,56.6812,239.827,47.0526,27.2378,25.0588,7.56166,25.3367,1.24406,3.06198,60.3003,9.57465,4.02304,2.37996,1.20066,0.251433,0.105646,0.1457868367433548,0.222547,1.27713,0.275071,0.730572,,,4.3647,0.140475,0.329964,999,2.00553,0.518232,0.551985,"20517"
"Matt Canterino",,0.800953,0.848412,0.945996,4.61066,3.00038,3.00038,0,0,16.2737,69.8339,15.2253,9.06189,8.33694,2.42367,6.82523,0.172982,0.589727,15.8686,8.77599,3.77463,2.32499,1.34039,0.227234,0.0977353,0.1294986605644226,0.243921,1.35498,0.29011,0.696165,,,4.60786,0.139972,0.116045,749.9000244140625,0.826695,-0.879037,1.06728,"sa3011530"
"Huascar Brazoban","MIA",2.3128,1.77579,0,4.14346,37.9397,0,0.0311883,5.46554,40.2885,176.661,36.641,20.1611,18.5482,4.51929,20.8021,1.16921,2.38147,44.3229,9.90124,4.64695,2.1307,1.00956,0.250892,0.117751,0.1331409066915512,0.238738,1.42579,0.306987,0.729359,,,4.23933,0.13988,0.21589,999,2.51032,-2.4247,0.645275,"6107"
"Alex Young","CIN",2.28864,1.94507,0,4.58895,41.445,0.126563,0.517743,6.50307,41.8441,182.031,42.6758,23.1909,21.3356,6.51314,16.4005,0.877213,1.60694,37.9691,8.16654,3.52748,2.31512,1.40087,0.208586,0.090097,0.11848849803209305,0.260181,1.41182,0.302511,0.718313,,,4.75477,0.139232,0.131486,999,2.13732,-1.54156,0.570059,"18333"
"Anthony Veneziano","KCR",1.1384,1.51268,0.491038,4.69652,18.471,1.31747,0,0.845424,27.7402,121.249,28.4799,15.7346,14.4758,3.53086,11.1113,0.27822,1.21134,23.2513,7.54364,3.60493,2.09259,1.14555,0.191765,0.09164,0.10012497752904892,0.26146,1.42721,0.303723,0.688542,,,4.566,0.13911,-0.00278851,750.77001953125,2.34211,-1.52667,0.83599,"27453"
"Dallas Keuchel",,1.40295,2.01215,1.53967,5.23014,5.59836,5.59317,0,0,29.2715,132.496,34.1827,18.4896,17.0105,3.81175,12.2912,0.278687,1.13427,19.2259,5.91131,3.77911,1.56421,1.17198,0.145106,0.0927665,0.05233961343765259,0.28708,1.58768,0.316257,0.680262,,,5.01023,0.136827,0.0879887,999,6.79989,-1.36301,0.674494,"9434"
"Beau Brieske","DET",2.16344,3.21683,1.04345,4.22531,41.0567,1.42695,0.256345,6.22168,50.0443,211.521,48.7706,25.5377,23.4947,7.05683,16.0815,0.426718,1.54073,43.6496,7.84997,2.89211,2.71427,1.26911,0.20636,0.0760278,0.13033244758844376,0.251526,1.29589,0.291312,0.715164,,,4.40015,0.135932,0.169705,750.030029296875,1.8178,-0.127409,0.684473,"26079"
"Tyler Gilbert","CIN",0.812946,1.14194,0,4.82985,9.73931,0.714822,0,0,19.3761,84.2175,20.8601,11.3023,10.3982,2.90979,6.64692,0.233858,0.519883,16.3757,7.60635,3.08743,2.46365,1.35157,0.194445,0.0789257,0.11551967263221741,0.270732,1.41964,0.310746,0.691522,,,4.62664,0.135544,0.0713957,999,2.00838,-0.0196864,0.981406,"17964"
"Connor Brogdon","PHI",2.70236,2.19216,0,4.24783,44.2965,0.18456,0.253939,5.54944,45.7194,194.366,43.1116,23.4551,21.5787,6.9034,16.9043,0.511916,1.76423,45.6361,8.98361,3.32766,2.69968,1.35896,0.234795,0.0869713,0.14782318472862244,0.245373,1.3127,0.293997,0.726117,,,4.4466,0.134984,0.250065,999,1.28821,-0.887739,0.62162,"21205"
"Bruce Zimmermann","BAL",1.96353,2.30974,1.15949,4.57598,18.3106,3.68489,0,0.596304,37.9109,163.684,41.2764,20.9516,19.2755,6.00713,10.487,0.263262,1.97891,31.5446,7.48865,2.4896,3.00797,1.42608,0.192717,0.0640686,0.12864791601896286,0.272959,1.3654,0.310288,0.710711,,,4.63726,0.134899,0.132655,746.2899780273438,3.91452,-0.660733,0.693509,"20370"
"Riley O'Brien","STL",2.11631,2.16179,0,4.18633,40.1672,0,0,4.47468,42.222,184.425,38.7678,21.3473,19.6395,4.75508,20.8653,0.572205,2.34808,43.2046,9.20943,4.44762,2.07065,1.01359,0.234266,0.113137,0.12112940102815628,0.240478,1.41237,0.300328,0.722702,,,4.32195,0.133701,0.198402,748.260009765625,1.782,-0.671005,0.648194,"20348"
"Cade Povich","BAL",1.11545,1.37655,0.950604,4.31473,7.69002,2.86019,0,0.45777,19.2152,82.7406,17.6849,10.0131,9.21205,2.64948,8.38926,0,0.942322,19.0691,8.93159,3.92936,2.27304,1.24096,0.230469,0.101392,0.12907667458057404,0.24091,1.35696,0.290875,0.718138,,,4.51965,0.133295,0.147905,999,1.64072,-1.38374,1.02771,"sa3017787"
"Josh Staumont","MIN",1.73209,1.85038,0,4.44696,35.0869,0.184625,0.835194,3.29203,35.5743,155.051,30.6469,19.106,17.5775,4.1495,19.2966,0.358589,1.94251,40.8861,10.3438,4.88188,2.11882,1.04979,0.263694,0.124453,0.13924068957567215,0.229029,1.40392,0.298472,0.698721,,,4.26388,0.132927,0.0241761,750.3099975585938,2.44669,-0.623312,0.685337,"18335"
"Brett Martin",,1.02293,1.51352,0,4.00543,20.5952,0.00060902,0.224919,2.0814,20.8224,88.8776,21.1875,10.0728,9.26697,2.16735,6.75999,0.720529,0.545039,16.872,7.29254,2.92184,2.49587,0.936788,0.189835,0.0760595,0.11377511918544769,0.259738,1.34218,0.304161,0.717479,,,4.04009,0.132583,0.149299,999,1.20235,0.981779,1.08838,"17369"
"Luis F. Ortiz","PHI",1.26122,0.921707,0,4.47568,23.3682,0,0.00933545,1.14768,26.8267,115.113,27.4074,14.5009,13.3408,3.21811,8.79931,0.356447,1.10897,22.7652,7.63745,2.95206,2.58716,1.07963,0.197764,0.0764407,0.12132370471954346,0.260515,1.34965,0.305338,0.684696,,,4.22533,0.132463,-0.00116609,750.5599975585938,1.35453,-0.482169,0.921346,"16942"
"Génesis Cabrera","TOR",2.7436,2.23784,0,4.27344,52.7213,0,0.00171434,11.3834,53.4874,230.257,48.6232,27.6057,25.3973,6.9222,23.6565,1.99692,2.86381,53.1062,8.93585,3.98054,2.24488,1.16476,0.230639,0.10274,0.12789900600910187,0.238657,1.35134,0.290178,0.713772,,,4.43919,0.129955,0.0298474,999,2.07047,-1.24636,0.479835,"17490"
"Bryse Wilson","MIL",3.42863,3.45082,0.844317,4.42429,44.4511,2.47012,0.308975,5.63447,66.2406,281.391,67.8507,35.3947,32.5631,10.2237,18.7395,1.07362,2.70261,50.7953,6.90147,2.5461,2.7106,1.38907,0.180515,0.0665961,0.11391913145780563,0.261016,1.30721,0.289686,0.708323,,,4.69892,0.129546,0.277512,749.3699951171875,1.35363,-0.469248,0.398809,"19990"
"Drew Rucinski",,2.64234,4.58634,2.03688,4.90271,14.2087,7.48138,0,0.159043,49.5887,216.2,51.8579,29.3622,27.0132,8.11613,17.8631,0.293962,2.67177,38.8302,7.0474,3.24202,2.17377,1.47302,0.179603,0.082623,0.09698008000850677,0.265034,1.40598,0.294124,0.691567,,,5.05896,0.129273,0.258448,999,2.10266,-0.0807696,0.430009,"12499"
"Steven Wilson","SDP",2.2116,2.39381,0,4.21384,49.7801,0.00281104,0.397966,12.7004,51.7526,218.558,42.3608,26.3378,24.2308,7.87729,23.3661,0.764881,2.74859,55.9012,9.72145,4.06347,2.3924,1.36989,0.255773,0.10691,0.14886227995157242,0.220121,1.27002,0.26801,0.72011,,,4.58727,0.127918,0.245638,999,1.50758,1.3168,0.645073,"20353"
"Antonio Senzatela","COL",0.754993,1.09298,0.521949,5.04557,2.7987,2.7987,0,0,14.5103,64.4747,18.0517,8.8421,8.13473,2.12966,3.83897,0.0645664,0.504248,7.79557,4.8352,2.38112,2.03064,1.32092,0.120909,0.0595422,0.0613667331635952,0.300204,1.50863,0.317132,0.690066,,,4.98651,0.127913,0.196721,999,1.18405,-0.117922,1.04771,"15488"
"Chase Hampton","NYY",0.864057,1.17485,0.851451,4.71678,3.82615,3.00097,0,0,18.1891,77.6235,17.6877,10.3616,9.53265,3.13849,6.56083,0.204371,0.62665,16.9102,8.36721,3.24631,2.57745,1.55293,0.217849,0.0845212,0.13332776725292206,0.251117,1.33314,0.288747,0.699431,,,4.82425,0.127729,0.154731,999,0.960701,-0.479649,1.04043,"sa3020682"
"Anthony Bass",,1.36101,1.35368,0,3.9193,25.2913,0,0,2.50847,25.2818,106.479,23.363,11.967,11.0097,3.42555,9.08263,1.27783,0.715784,24.4058,8.68815,3.2333,2.68708,1.21945,0.229208,0.0853,0.1439082995057106,0.241653,1.28336,0.289583,0.740641,,,4.24848,0.127701,0.16818,999,1.23408,1.56358,1.041,"7982"
"Nick Mears","COL",3.3059,3.07575,0,5.01277,51.3223,0,0.046588,5.14364,54.0839,245.184,52.1341,32.7428,30.1234,7.04639,33.7305,0.714964,2.47655,57.5661,9.57947,5.61303,1.70665,1.17258,0.234787,0.137572,0.09721487760543823,0.249472,1.58762,0.312317,0.698974,,,4.82837,0.125607,0.11653,999,2.76329,-0.335575,0.590734,"25376"
"Joey Wentz","DET",2.39617,4.00046,0.589905,4.82741,38.6005,3.82515,0,2.08853,56.1235,243.536,55.7072,32.7212,30.1035,8.82046,23.5344,0.37342,1.53586,53.6037,8.59592,3.774,2.27767,1.41445,0.220106,0.0966365,0.12346961349248886,0.254993,1.41191,0.300476,0.695446,,,4.72803,0.123748,-0.054231,999,5.77742,-0.982654,0.341458,"19962"
"Angel Perdomo","ATL",0.96189,0.610979,0,3.95411,12.3071,0,0,2.30552,12.8764,55.7738,10.2584,6.14913,5.6572,1.36736,7.25971,0.576541,0.91413,17.9972,12.5792,5.07419,2.47905,0.955718,0.322682,0.130163,0.19251830875873566,0.215513,1.36048,0.314889,0.728603,,,3.74452,0.123671,0.125683,999,1.64582,-0.511085,1.11722,"17759"
"Adrian Morejon","SDP",2.13473,1.27524,0.0786196,4.34635,27.3717,0.891675,0,1.90481,33.0061,141.503,32.2031,17.3256,15.9396,4.37357,12.5306,0.370253,1.05192,31.166,8.49827,3.4168,2.4872,1.19257,0.22025,0.0885533,0.1316963955760002,0.251743,1.35532,0.301247,0.709858,,,4.32369,0.121116,0.159154,749.4000244140625,2.01376,-0.561208,0.772088,"20039"
"Angel Felipe","OAK",1.30331,1.66795,0,4.06834,24.7936,0,0.441934,3.12788,26.2705,115.872,22.9277,12.9079,11.8753,2.28514,15.0352,0.425853,1.72429,29.0783,9.96194,5.1509,1.93402,0.782865,0.250953,0.129757,0.12119582295417786,0.231331,1.44508,0.304693,0.720723,,,4.08596,0.119053,0.0452848,999,2.33183,-1.21379,0.904146,"21163"
"Taylor Hearn","KCR",1.23426,1.58823,0.130945,5.15766,16.2518,1.38044,0.000770263,1.41212,26.7484,118.603,28.1319,16.6618,15.3288,3.83235,12.003,0.343881,0.898017,25.7552,8.6658,4.03862,2.14573,1.28946,0.217154,0.101203,0.1159510463476181,0.266143,1.50046,0.319249,0.675105,,,4.63879,0.118554,-0.150071,999,4.7191,-0.320972,0.715907,"18325"
"Anthony Maldonado","MIA",1.50678,1.35972,0,4.14778,23.1193,0,0,1.56786,24.3536,103.24,22.3833,12.1997,11.2237,3.21555,9.10747,0,1.12405,25.4831,9.41741,3.36571,2.79804,1.18832,0.246833,0.0882163,0.15861663967370987,0.240658,1.29306,0.298052,0.714776,,,4.13912,0.118426,0.129533,999,1.51614,-1.42624,0.98466,"sa1169893"
