Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ben Joyce","LAA",2.5627,2.72194,0,4.29369,44.5096,0,1.76579,9.24083,43.8915,194.549,37.8916,22.7604,20.9396,5.18726,25.5186,0,3.31653,51.1472,10.4878,5.23263,2.00431,1.06365,0.262901,0.131168,0.13173304498195648,0.228657,1.44471,0.298999,0.723975,,,4.4317,0.118358,0.124669,657.52001953125,3.45805,-0.201759,0.570659,"31461"
"Eduard Bazardo","SEA",1.28927,0.892483,0,4.04897,27.0167,0,0,1.23961,30.9003,129.29,28.9639,15.1104,13.9016,4.15013,9.33398,0.244917,1.38091,29.2814,8.52847,2.71861,3.13707,1.20877,0.226479,0.0721944,0.15428457409143448,0.244267,1.2394,0.291435,0.71373,,,4.14609,0.117911,0.112459,999,1.39942,-0.825911,1.01491,"20997"
"Seth Martinez","HOU",2.04606,2.24423,0,4.21012,42.3676,0,0.33994,4.13458,46.214,198.253,42.828,23.4984,21.6185,5.83763,18.3974,1.33766,3.00673,45.96,8.95053,3.58281,2.49819,1.13685,0.231825,0.0927975,0.13902786374092102,0.242173,1.32482,0.295802,0.711123,,,4.29761,0.116537,0.171108,999,1.81794,-0.631966,0.672081,"21045"
"Austin Cox","KCR",0.372011,1.32714,0,4.5641,22.4626,1.45859,0.657749,5.31938,28.3675,120.432,24.5458,15.6368,14.3858,3.05729,12.3812,0.304451,1.23942,24.3726,7.73254,3.9281,1.96852,0.969967,0.202376,0.102806,0.0995696634054184,0.229804,1.30173,0.270698,0.652138,,,4.3782,0.116386,-0.0127295,999,1.16411,0.0600144,1.01384,"24604"
"Greg Weissert","BOS",3.84369,2.6276,0,4.40885,49.6805,0,0.304134,9.53441,52.3433,228.406,48.7439,27.8712,25.6415,6.76253,24.2503,0.803088,3.61619,56.0898,9.64418,4.16965,2.31295,1.16276,0.245571,0.106172,0.13939858227968216,0.243064,1.39453,0.304904,0.7103,,,4.38857,0.115657,0.175887,748.4500122070312,2.80825,-2.76486,0.341472,"20375"
"Carson Spiers",,1.6385,1.59299,0.391151,5.22721,21.92,1.72007,0.015837,1.24442,31.087,137.182,32.5392,19.6254,18.0553,5.10361,13.0813,0.141,1.40949,27.6972,8.01861,3.78717,2.11731,1.47755,0.201901,0.0953572,0.10654335469007492,0.265212,1.46751,0.305211,0.675629,,,5.00577,0.115278,-0.0821723,747.27001953125,1.32087,-0.902902,0.633512,"27685"
"Drew Carlton","SDP",0.848101,0.80279,0,3.95523,14.0407,0,0,1.35529,16.4803,67.5328,14.7909,7.87238,7.24259,2.11537,4.36788,0.144667,0.581122,15.3764,8.39716,2.38533,3.52034,1.15522,0.227688,0.0646779,0.1630101129412651,0.236338,1.16253,0.281104,0.696809,,,3.95855,0.115223,0.0755863,999,1.63524,1.13178,1.21622,"19868"
"Matt Barnes",,1.59076,2.11386,0,4.72072,32.6539,0.205152,1.10163,3.9459,31.8391,138.922,30.6508,18.1526,16.7004,4.12661,14.261,0.916145,1.67648,31.2954,8.84631,4.03116,2.19448,1.16647,0.225274,0.102655,0.12261904776096344,0.249226,1.41059,0.302919,0.683774,,,4.47578,0.115038,-0.0257804,999,1.60343,0.220208,0.74038,"12863"
"Carlos Hernández","KCR",1.93681,3.62415,0.114439,4.71768,46.1489,0.667173,0.40492,8.97733,53.2091,230.555,50.9516,30.3169,27.8915,7.24762,23.3721,0.973558,1.92467,53.2816,9.01226,3.95325,2.27971,1.22589,0.231102,0.101373,0.12972839921712875,0.248232,1.39682,0.301972,0.68571,,,4.44931,0.113563,-0.0448845,750.6900024414062,4.66585,-0.406586,0.427588,"22713"
"Antoine Kelly",,0.841189,0.564146,0.369837,4.51711,16.0975,0.50576,0,1.60954,19.2581,83.7386,17.7526,10.5061,9.66565,2.32716,8.95508,0,1.18246,19.5428,9.13307,4.18503,2.18232,1.08756,0.233379,0.106941,0.12643827497959137,0.2412,1.38683,0.298185,0.690906,,,4.37561,0.113209,0.00157436,999,1.48294,-0.540968,1.00919,"sa3011135"
"Janson Junk","MIL",1.69765,2.22193,1.08383,4.84575,18.7169,2.39583,0,0.704052,31.6331,136.482,33.8714,18.5128,17.0318,5.11121,9.96405,0.364459,0.91104,23.2511,6.61522,2.83489,2.3335,1.4542,0.170359,0.0730061,0.09735341370105743,0.269661,1.38575,0.29575,0.690371,,,4.91687,0.110147,-0.00757015,999,1.82494,0.741721,0.763687,"23301"
"Spencer Howard","SFG",2.05614,2.69052,0.246215,4.95301,29.586,1.99537,0,1.06179,38.6839,168.956,38.7637,23.1403,21.2891,6.49787,14.7889,0.587804,3.22034,39.49,9.18754,3.44071,2.67025,1.51176,0.233729,0.0875309,0.14619819074869156,0.256803,1.38436,0.307413,0.684105,,,4.79366,0.109717,-0.0604813,999,5.31989,-0.815564,0.549831,"23252"
"Miguel Castro","ARI",3.79279,3.47705,0,4.24643,57.3911,0,1.90339,12.1438,55.5222,239.375,49.9821,28.4747,26.1968,6.37474,24.9611,1.21877,3.41767,54.6745,8.86259,4.04613,2.19039,1.03333,0.228405,0.104276,0.12412897497415543,0.236886,1.34979,0.290818,0.703869,,,4.31154,0.109471,0.295916,750.8499755859375,2.15066,-1.33785,0.449124,"15684"
"Tanner Rainey","WSN",2.32792,3.686,0,4.47039,51.8936,0,5.5711,7.15248,51.6677,224.442,46.1256,27.8955,25.6638,8.30441,26.4361,0.534604,2.04411,58.5866,10.2052,4.60491,2.21616,1.44655,0.261032,0.117786,0.14324621856212616,0.235381,1.40439,0.293027,0.733008,,,4.73033,0.10849,0.0811714,709.7899780273438,2.34706,-0.0239479,0.665701,"17610"
"Darius Vines",,1.42581,1.16885,0.0946103,4.39645,20.9141,0.759631,0,1.89129,27.7808,118.096,27.5473,14.7508,13.5708,4.1171,8.9053,0.43056,1.07913,24.1926,7.83754,2.885,2.71665,1.33379,0.204855,0.0754072,0.12944775819778442,0.254804,1.31215,0.293604,0.707159,,,4.51816,0.108337,0.122553,741.7899780273438,1.45486,-0.268846,0.93162,"25928"
"Mason Montgomery","TBR",1.03681,1.21459,0.937874,4.79657,3.61393,3.61393,0,0,18.2974,78.3575,17.7808,10.5996,9.75165,3.15578,6.73602,0.193995,0.778055,15.9459,7.84336,3.31326,2.36726,1.55224,0.203502,0.0859653,0.11753715574741364,0.250988,1.33991,0.282655,0.692442,,,4.98619,0.108049,0.0703362,999,0.393763,-0.0797257,1.02135,"sa3017306"
"Mason Thompson","WSN",2.16707,2.82253,0,4.8267,39.9514,0,1.16296,5.00858,41.5869,185.381,44.155,24.2425,22.3031,4.26024,18.1196,0.649319,2.50394,33.9057,7.33767,3.92134,1.87122,0.921975,0.182898,0.0977426,0.08515506982803345,0.268001,1.49746,0.315147,0.675403,,,4.44393,0.103373,-0.0706207,999,1.74233,0.890145,0.565098,"21850"
"Cristian Mena",,1.28418,1.26668,0.788622,4.70975,8.94052,2.93056,0,0.272887,22.3335,97.1465,22.0828,12.7035,11.6872,3.19479,9.41504,0.304754,0.88164,19.8783,8.01062,3.7941,2.11134,1.28745,0.204622,0.0969159,0.10770601034164429,0.254264,1.41034,0.296159,0.695439,,,4.71768,0.103099,0.0770288,749.469970703125,1.42811,-1.46597,0.908166,"sa3015302"
"Braxton Ashcraft",,1.40687,1.34444,0,4.39839,24.6232,0.415262,0,1.32622,28.6027,122.552,28.399,15.1939,13.9784,3.68834,9.91803,0,1.2867,25.3059,7.96264,3.12076,2.5515,1.16056,0.206492,0.0809295,0.12556242942810059,0.25505,1.33963,0.300059,0.697458,,,4.33714,0.102335,0.121101,999,1.33521,-1.8279,0.899386,"sa3008470"
"Luis Frías","ARI",1.71774,0.789212,0,4.57998,33.3783,0,0,1.96403,36.4144,159.43,35.1891,20.1422,18.5308,4.01399,17.0401,0.428454,1.59908,35.3029,8.7253,4.21154,2.07176,0.992079,0.221432,0.106881,0.1145508736371994,0.249939,1.4343,0.307223,0.68842,,,4.28468,0.101164,-0.0291379,999,2.98452,-1.27448,0.648762,"21997"
"Austin Adams","NYM",1.157,1.22574,0,4.63672,24.8442,0,0,4.92916,22.9911,100.528,18.4119,12.8748,11.8448,2.74995,12.3528,0.329968,3.08937,28.202,11.0399,4.83557,2.28305,1.07649,0.280539,0.122879,0.1576598808169365,0.216392,1.33811,0.289318,0.664688,,,4.37164,0.0990221,-0.0406899,999,2.11275,-0.385679,0.910658,"13801"
"Richard Lovelady",,0.73675,0.863788,0,4.0316,13.8497,0,0,0.926989,14.1395,60.2066,13.0353,6.88465,6.33388,1.54833,5.26893,0.331984,0.897645,13.8208,8.79712,3.35374,2.62308,0.985534,0.229556,0.0875142,0.14204230904579163,0.241216,1.29454,0.297045,0.707684,,,4.03204,0.0989588,0.0661316,999,1.0926,1.2466,1.17387,"19337"
"Peter Strzelecki",,1.39463,1.84236,0,4.25775,26.4389,0,0.00145613,5.33627,27.6376,118.12,25.3364,14.2118,13.0749,3.47778,10.2226,0.825588,2.41161,29.1701,9.49905,3.32894,2.85348,1.13252,0.246954,0.0865448,0.16040901839733124,0.240189,1.28662,0.300101,0.695573,,,4.15142,0.0978034,0.147972,999,1.43888,-0.493317,0.943616,"21367"
"Xzavion Curry","CLE",2.36875,2.51771,0.595615,4.53615,32.3425,3.77135,0.0414638,1.55871,56.6098,242.44,57.7092,31.0134,28.5323,8.56175,18.1734,0.610995,2.38852,42.8457,6.81175,2.88927,2.3576,1.36117,0.176727,0.0749607,0.10176676511764526,0.260095,1.34045,0.288306,0.702222,,,4.79713,0.0975991,0.157705,747.6300048828125,2.22808,-0.591944,0.496545,"25595"
"Colin Selby","PIT",1.23304,1.26437,0,4.5972,27.78,0.524509,0.0339763,3.06142,29.395,129.983,27.4767,16.3206,15.015,3.37815,15.9258,0.78661,1.33559,31.0665,9.5118,4.87608,1.95071,1.03431,0.239004,0.122522,0.11648213863372803,0.243756,1.47653,0.30786,0.700277,,,4.39697,0.0966761,0.0686558,999,4.95601,-2.33036,0.753414,"24986"
"Jackson Stephens","ATL",1.35929,1.14715,0,4.20513,21.5003,0.000530325,0.197237,1.16541,26.3907,112.967,26.4568,13.4029,12.3307,3.3035,8.79171,0.650973,1.1859,23.6771,8.07458,2.99823,2.69312,1.12659,0.209592,0.0778252,0.1317671313881874,0.256887,1.33564,0.304611,0.713357,,,4.22221,0.0961907,0.152812,999,1.07089,0.0405361,0.963785,"14420"
"Wes Parsons","TOR",0.852761,1.3074,0,4.35706,17.4291,1.06403,0,1.29428,20.3175,88.2664,19.0405,10.6914,9.83609,2.81895,8.57749,0.214423,1.72754,19.867,8.80041,3.79954,2.31617,1.2487,0.22508,0.0971773,0.1279022917151451,0.24423,1.35932,0.293467,0.715063,,,4.62467,0.0960326,0.0149125,999,1.91893,-0.909489,1.03017,"14764"
"Zach Pop","TOR",1.23695,1.03523,0,4.22268,21.9725,0,0,1.5017,23.2287,99.5554,23.3266,11.8463,10.8986,2.60727,7.66399,0.265525,1.20173,19.5967,7.59278,2.96943,2.55698,1.01019,0.196842,0.0769821,0.1198599711060524,0.257213,1.33415,0.302534,0.70022,,,4.17194,0.0941999,0.0282982,999,2.75828,-1.43442,1.01394,"20185"
"Cole Sands","MIN",0.885167,1.49136,0,4.37363,25.2591,0.188796,0.00136225,1.03368,30.7186,132.624,29.5692,16.226,14.9279,3.95818,12.4051,0.319436,1.56547,30.5048,8.93737,3.63448,2.45905,1.15968,0.23001,0.0935362,0.13647404313087463,0.249207,1.36641,0.304204,0.706732,,,4.30843,0.0928734,0.0575099,999,2.54601,-0.964189,0.882903,"21461"
"Will Dion","CLE",1.12932,2.20262,0,3.72645,7.50905,0.8325,0,0,11.1879,46.9833,10.2264,5.03516,4.63235,1.4102,3.92488,0,0.387199,10.8355,8.71651,3.15733,2.76072,1.13442,0.230624,0.0835376,0.1470864787697792,0.239654,1.26487,0.289761,0.748634,,,4.11292,0.0918755,0.131336,999,0.235406,-0.188529,1.20401,"sa3017850"
"Jimmy Herget",,1.55334,2.31187,0,4.42431,33.4395,0.187762,0.778157,4.15284,36.5953,156.268,35.6947,19.5542,17.9899,5.76201,12.397,1.91329,2.0504,33.5793,8.25826,3.04884,2.70866,1.41707,0.214882,0.0793315,0.13555055111646652,0.251688,1.31415,0.292084,0.712994,,,4.65112,0.0917121,0.0398863,999,2.35615,-1.05772,0.813567,"17556"
"Michael Tonkin","NYM",2.64731,2.43487,0,4.33929,39.8365,0,0.112532,3.42389,45.9938,193.345,41.7224,24.1039,22.1756,7.0538,15.9753,0.930185,2.26492,46.161,9.03271,3.12603,2.88952,1.38028,0.23875,0.0826262,0.1561235561966896,0.238272,1.25447,0.284426,0.70247,,,4.43125,0.0907853,0.117428,999,1.96498,-1.06052,0.678308,"10315"
"Yerry Rodríguez","TEX",0.983566,1.13726,0,4.42812,22.8731,0.0549281,0.0281462,1.10729,24.3911,105.612,23.0757,13.0443,12.0007,3.20623,10.8628,0.878819,0.939387,25.7372,9.4967,4.00824,2.36929,1.18306,0.243696,0.102856,0.14083994179964066,0.245984,1.39143,0.306314,0.709487,,,4.30514,0.0887323,0.0293268,999,3.45668,-2.08722,0.924913,"21955"
"Alek Jacob",,1.226,0.633482,0,4.1119,23.6581,0,0.030426,1.23394,25.8267,108.822,24.2266,12.8257,11.7997,3.39121,8.59705,0,1.10103,24.3451,8.48369,2.99587,2.8318,1.18176,0.223714,0.0790009,0.14471349865198135,0.244407,1.27092,0.291863,0.712281,,,4.20328,0.0881461,0.122823,999,1.0971,0.829292,1.02966,"29628"
"Bryce Jarvis","ARI",1.83889,1.96057,0.100248,4.70322,25.6914,1.54498,0,1.4774,36.4724,160.073,36.8383,20.7171,19.0598,4.59082,16.0658,0.399158,1.39907,31.5121,7.77598,3.96444,1.96143,1.13284,0.19686,0.100366,0.09649473428726196,0.258318,1.45052,0.302778,0.692537,,,4.59993,0.088026,0.000293238,999,2.08743,-0.665063,0.629228,"27477"
"Kris Bubic","KCR",0.616057,1.27926,0.91999,4.82308,3.74568,2.48381,0,0,14.0844,62.7678,15.2976,8.20414,7.54781,1.9783,5.94458,0.0492148,0.680799,12.6107,8.05831,3.79861,2.12138,1.26414,0.200911,0.0947075,0.1062036007642746,0.272478,1.5082,0.320534,0.705805,,,4.7015,0.0878751,0.0839683,999,3.80604,0.147655,1.04953,"21455"
"Daysbel Hernández",,3.12612,1.33732,0,4.34336,34.7254,0,0,3.16703,35.9015,155.615,32.8345,18.8325,17.3259,4.66587,17.4225,0,1.24382,40.0655,10.0438,4.36757,2.29964,1.16967,0.257465,0.111959,0.145506352186203,0.239758,1.39986,0.305459,0.718689,,,4.27239,0.0862386,0.113504,999,1.48835,-0.304283,0.594894,"20271"
"Adam Kloffenstein",,0.742172,1.00532,0.190543,4.38906,13.7461,0.790728,0,1.06684,16.9815,73.7715,16.5375,9.00153,8.2814,1.9907,6.87933,0.314856,1.10841,15.1634,8.03644,3.64597,2.2042,1.05505,0.205545,0.0932519,0.11229357123374939,0.251391,1.37896,0.299134,0.698759,,,4.40427,0.0858465,0.0776246,999,1.4521,-0.788034,1.08126,"sa3008578"
"Ryan Burr","PHI",0.638639,1.14565,0,4.53008,12.5961,0,0,0,15.5817,65.94,15.2253,8.52494,7.84295,1.94838,4.90737,0.17461,0.62033,12.8824,7.44085,2.8345,2.6251,1.12538,0.195365,0.0744218,0.12094306945800781,0.252023,1.29207,0.291279,0.666922,,,4.29134,0.0843611,-0.0115841,999,0.564251,-0.903329,1.14014,"17536"
"Jose A. Ferrer","WSN",2.58394,1.38385,0,4.56995,43.8422,0,0,7.13698,42.3844,184.612,43.9147,23.3931,21.5217,5.00902,15.9746,1.43939,1.8076,35.3606,7.50854,3.39208,2.21355,1.06363,0.19154,0.0865308,0.10500944405794144,0.263231,1.413,0.307652,0.690214,,,4.38146,0.0836598,-0.0586816,999,3.67388,-2.83594,0.555068,"24017"
"Keider Montero","DET",0.83902,1.04565,0,4.23149,16.3685,0,0,1.04819,17.953,76.3127,17.2727,9.17488,8.44089,2.20237,6.01782,0.327314,0.9584,17.1674,8.60618,3.01679,2.85276,1.10407,0.224962,0.0788574,0.14610423892736435,0.249115,1.29731,0.301608,0.698545,,,4.10307,0.0833532,0.0772169,749.6900024414062,0.991421,-1.376,1.10813,"sa3002956"
"Sammy Peralta",,1.91206,1.53633,0,4.4236,32.7868,0,0,2.47321,35.5295,152.806,35.7443,18.9817,17.4632,4.73221,12.703,0.356604,1.32267,31.4327,7.96223,3.21781,2.47442,1.19872,0.205704,0.083132,0.12257178127765656,0.257561,1.36358,0.302218,0.704544,,,4.40142,0.0829235,0.0702371,999,4.34899,-1.23596,0.747444,"25589"
"Brad Hand",,2.48042,2.56339,0,4.43918,39.5516,0,0.425348,3.288,38.9355,168.934,36.6608,20.8746,19.2046,5.00273,16.5068,1.38322,2.8535,38.4259,8.8822,3.81558,2.32788,1.15639,0.227461,0.0977117,0.12974903732538223,0.245102,1.36553,0.298253,0.699532,,,4.44328,0.0828,0.0346156,999,1.59706,0.00161027,0.635337,"9111"
"Ryan Rolison","COL",0.823768,1.26142,0.829086,5.29576,5.88214,2.63054,0,0,16.175,71.7067,18.7737,10.3453,9.51766,2.95673,5.40152,0.146964,0.623922,12.0866,6.72514,3.00548,2.23763,1.64517,0.168556,0.075328,0.09322792291641235,0.28583,1.4946,0.312354,0.690261,,,5.25446,0.0817631,0.148826,999,0.626837,-1.27063,0.973688,"sa3008244"
"Ty Adcock",,0.906845,0.71467,0,4.04778,23.6041,0,0.0342098,1.49122,24.9354,103.233,23.5686,12.19,11.2148,3.72951,6.57146,0,0.78043,23.4043,8.44737,2.37185,3.56151,1.3461,0.226713,0.0636564,0.16305653005838394,0.24581,1.20873,0.288579,0.720345,,,4.20673,0.0814735,0.100865,999,1.02738,0.943962,1.11948,"25651"
"Jake Eder",,1.02284,1.8432,1.18524,5.02037,3.91116,3.91116,0,0,21.6215,95.5974,21.3473,13.1097,12.0609,3.4234,10.2518,0.23261,1.29591,18.4089,7.66274,4.26733,1.79568,1.425,0.192567,0.107239,0.0853276178240776,0.253985,1.46147,0.288086,0.689742,,,5.21279,0.0814022,0.128751,740.8400268554688,1.09731,0.0870637,0.88309,"sa3014917"
"Davis Daniel",,2.20035,2.59962,1.06577,4.99612,21.6758,4.0003,0,0.616797,42.0853,184.121,42.573,25.3941,23.3626,6.85062,17.8059,0.196198,1.69465,34.5212,7.3824,3.80781,1.93875,1.46501,0.187492,0.0967076,0.09078412503004074,0.258613,1.43468,0.28984,0.688839,,,5.12071,0.0811034,0.0424914,744.8400268554688,3.83756,-0.559022,0.499051,"27582"
"Lou Trivino","NYY",1.23795,1.68369,0,4.21291,21.1455,0,1.19647,1.40071,21.3561,92.6367,20.4926,10.8661,9.99682,2.63141,9.06866,0.4609,1.1427,21.6678,9.13133,3.82176,2.3893,1.10894,0.2339,0.0978949,0.1360054537653923,0.24862,1.3842,0.307282,0.722454,,,4.2621,0.0807812,0.0492742,999,0.787733,-0.736196,1.00304,"15043"
"Andrew Bellatti","PHI",1.06746,0.936274,0,4.61134,22.7812,0.000562041,0.202911,1.98663,22.925,99.0993,21.3517,12.7675,11.7461,3.75851,10.3368,0.275277,0.928424,25.2201,9.90104,4.05806,2.43984,1.47554,0.254494,0.104307,0.15018624812364578,0.243091,1.38227,0.298921,0.715983,,,4.66032,0.0794357,-0.0228301,999,1.40758,-0.0382304,0.916327,"10657"
"Stephen Kolek","SDP",0.955388,1.11853,0,4.4193,21.2369,0,0,1.28077,22.5934,98.4223,22.2132,12.0588,11.0941,2.41244,9.24997,0.468855,1.43824,19.8627,7.91221,3.68469,2.14732,0.960984,0.201811,0.0939824,0.10782811045646667,0.253187,1.39258,0.30249,0.690895,,,4.30406,0.0777748,0.0587138,999,1.62089,-0.645518,0.979121,"sa3007990"
"Josh Simpson","MIA",0.928933,0.79461,0,4.12881,18.4117,0,0,1.03342,19.8503,87.2758,18.0842,9.89833,9.10646,2.16933,10.4771,0,1.14856,21.8192,9.8927,4.75025,2.08256,0.98356,0.250003,0.120046,0.129957377910614,0.23905,1.43883,0.30806,0.731186,,,4.23436,0.0773557,0.107951,999,2.0984,-1.3107,1.00667,"sa1053035"
"Matt Sauer","KCR",2.13846,2.78893,0.569838,4.76759,31.4804,2.33058,0,1.78817,42.7544,186.694,42.0015,24.6178,22.6484,5.99396,17.939,0.768993,2.76581,39.5177,8.31865,3.77624,2.20289,1.26176,0.211671,0.0960877,0.11558303982019424,0.253037,1.40197,0.298873,0.685226,,,4.68181,0.0764061,-0.0341363,999,1.79253,-0.282565,0.51954,"sa3005118"
"Mick Abel","PHI",1.81887,2.29815,1.14048,5.09859,17.9208,4.48376,0,0.924559,36.8857,162.949,35.3711,22.7132,20.8961,5.86244,18.4791,0.263886,2.13068,34.1591,8.33474,4.50885,1.84853,1.43042,0.209631,0.113404,0.09622664749622345,0.248498,1.45992,0.288401,0.682189,,,5.14528,0.0760816,-0.0205113,999,1.70432,0.532055,0.539312,"sa3014534"
"George Soriano","MIA",1.53221,1.84996,0,4.43658,43.3669,0.27352,0.393199,5.75761,52.1123,229.413,51.037,27.9227,25.6889,6.3871,23.5627,1.34044,3.68733,49.4371,8.53798,4.06938,2.0981,1.10308,0.215494,0.102709,0.11278505623340607,0.252455,1.43152,0.305114,0.710913,,,4.51978,0.0755888,0.0829754,999,3.9127,-1.26662,0.553558,"21863"
"Oliver Ortega","HOU",1.00828,1.27265,0,4.20609,18.0188,0,0.00100097,1.59816,20.86,90.0924,19.4892,10.5965,9.74881,2.60054,9.02048,0.204517,1.08862,20.4236,8.81171,3.89186,2.26414,1.122,0.226696,0.100125,0.1265716552734375,0.243666,1.36671,0.296505,0.720303,,,4.37139,0.0754617,0.0274418,999,1.42504,-0.673883,1.0251,"21025"
"Jose Cuas","CHC",2.88887,2.44202,0,4.26167,54.2397,0.18485,0.279309,9.79177,52.9358,233.855,51.1012,27.2458,25.0661,6.07298,24.9227,1.11547,4.31701,52.9101,8.99563,4.23728,2.12297,1.03251,0.226252,0.106573,0.11967863887548447,0.249743,1.43615,0.309192,0.722406,,,4.4045,0.0750816,0.200378,999,2.88653,-1.86479,0.489753,"17701"
"Hunter Stratton","PIT",1.66494,1.40538,0,4.40973,27.1699,0,0,1.75302,29.4232,129.482,26.9251,15.6701,14.4165,3.61062,15.4595,0.288208,1.77071,30.1684,9.22794,4.72876,1.95145,1.10442,0.232992,0.119394,0.1135975569486618,0.239862,1.44051,0.2971,0.715636,,,4.55646,0.074896,0.0233462,999,1.71876,-0.577359,0.774927,"23455"
"Gordon Graceffo","STL",0.33571,0.603871,0.78162,4.77385,1.98819,1.98819,0,0,10.5713,45.4173,10.7576,6.09492,5.60733,1.58405,3.6767,0,0.326075,7.52601,6.40734,3.13019,2.04695,1.3486,0.165708,0.0809537,0.08475448191165924,0.259755,1.36542,0.283973,0.682626,,,4.91509,0.0746406,0.112343,999,1.10241,0.584598,1.19469,"sa3016849"
"Shane Drohan","CHW",0.916261,2.12953,0.310338,4.64298,17.5058,0.59994,0,0,19.3364,84.8173,18.7062,10.8428,9.97541,2.41995,9.24426,0.354609,0.791099,19.1148,8.89682,4.30267,2.06774,1.12635,0.225364,0.10899,0.11637375503778458,0.250144,1.44548,0.305862,0.696493,,,4.46187,0.0742456,-0.0161965,999,1.99635,-0.336153,0.963206,"sa3014447"
"Cody Poteet","NYY",1.72761,1.67865,0.309284,4.39524,28.6451,0.832526,0,1.92595,33.7928,143.894,31.4368,17.9381,16.503,5.03536,13.0834,0.413548,1.37466,32.5224,8.66164,3.4845,2.48576,1.34106,0.226016,0.0909241,0.13509182631969452,0.242876,1.31745,0.287353,0.709411,,,4.55086,0.0737094,0.112319,999,1.61412,-0.569015,0.811813,"18769"
"Austin Voth","SEA",2.24037,2.60858,0.606701,4.50259,37.3078,3.26451,0.445137,2.74766,51.2816,221.236,51.2227,27.8865,25.6556,8.05976,18.7843,1.17644,2.51181,48.2099,8.46091,3.29668,2.5665,1.4145,0.217912,0.0849065,0.13300573825836182,0.256191,1.36515,0.300432,0.717271,,,4.66384,0.0734018,-0.00578121,999,3.03224,-0.659319,0.497362,"15047"
"José Quijada","LAA",0.616062,1.42974,0,4.30633,17.2737,0,0.707008,3.8876,17.2704,74.0873,14.4172,8.98214,8.26357,2.27155,8.24763,0.47775,1.33829,20.0736,10.4608,4.29803,2.43386,1.18375,0.270945,0.111323,0.1596217229962349,0.223517,1.31235,0.28811,0.702228,,,4.30544,0.0732415,0.0369588,999,1.03376,-0.468828,1.10602,"19200"
"Ryder Ryan","PIT",0.560081,0.641092,0,4.46943,12.7572,0,0,0.887199,13.6282,58.0261,12.3298,7.35629,6.76779,1.45744,5.58943,0.144273,0.585195,13.0741,8.63412,3.69125,2.33908,0.962488,0.225315,0.0963262,0.12898856401443481,0.237791,1.31487,0.291329,0.665222,,,4.08584,0.0727582,0.082152,999,0.957602,-1.04734,1.15303,"19891"
"Cade Smith","CLE",1.6184,1.73242,0,4.13755,27.534,0,0,1.92331,29.6236,127.264,26.1651,14.803,13.6188,3.83669,13.5296,0,1.66094,32.6886,9.93117,4.11045,2.41608,1.16563,0.256856,0.106311,0.15054507553577423,0.233463,1.33997,0.295551,0.725211,,,4.27016,0.0720825,0.0924094,999,1.42607,-1.62023,0.874003,"sa3015086"
"Sem Robberse","STL",0.444455,0.749642,0.677895,4.90246,2.35411,2.35411,0,0,12.4308,54.0466,12.8461,7.36009,6.77128,1.85069,4.69705,0.127243,0.454066,8.87582,6.42616,3.4007,1.88966,1.33991,0.164225,0.0869075,0.07731801271438599,0.262726,1.41126,0.288072,0.681041,,,5.00558,0.0703117,0.0789834,750.9000244140625,0.92036,0.148097,1.13518,"sa3011735"
"Jay Jackson","MIN",2.55395,2.43855,0,3.8436,35.0957,0,0.0339674,3.09454,37.128,155.283,33.6284,17.2349,15.8561,6.18918,12.5654,1.2375,1.41809,38.6715,9.37413,3.04591,3.07761,1.50028,0.249038,0.0809194,0.1681188941001892,0.237993,1.24418,0.284524,0.771641,,,4.46886,0.0686137,0.282834,999,3.37859,-0.434856,0.883859,"7432"
"Sean Newcomb","OAK",1.90743,2.05677,0.420149,4.57548,36.366,0.798979,0.1377,3.16836,41.9832,186.276,37.7358,23.1997,21.3437,5.01305,24.2836,0.422602,2.50551,44.7625,9.59579,5.20571,1.84332,1.07465,0.240302,0.130363,0.10993824899196625,0.236607,1.47724,0.298261,0.705798,,,4.58919,0.0665776,-0.0837462,999,2.98698,-0.8716,0.532197,"16943"
"Blayne Enlow","SFG",0.404893,0.621094,0.0928085,4.32104,4.01155,0.349912,0,0,8.28352,35.4124,8.46658,4.32288,3.97705,0.942228,2.47543,0.16192,0.448209,7.99688,8.68857,2.68954,3.2305,1.02373,0.225821,0.0699029,0.15591837465763092,0.2606,1.32094,0.31951,0.687853,,,3.8618,0.0665653,0.037815,999,1.89521,-0.258998,1.23925,"sa3005117"
