Name,Team,POS,ADP,IP,mSV,mERA,mWHIP,mSO,mHLD,mQS,PTS,aPOS,Dollars,PlayerId
Fernando Cruz,CIN,RP,730.1500244,48.2316,-1.943814717,-2.924779437,-3.058005395,-3.006862377,1.524929865,-2.837960854,-12.24649291,5.072682396,-6.173810519,7048
Hayden Wesneski,CHC,SP/RP,590.75,60.3521,-1.996585624,-4.548978044,-3.926181773,-3.431000677,-1.535648836,-1.985588086,-17.42398304,10.19224434,-6.231738701,27581
Joe Mantiply,ARI,RP,999,53.0955,-1.920765094,-1.918016107,-2.801749635,-4.128025563,1.301360567,-2.837960854,-12.30515669,5.072682396,-6.23247429,14857
Jay Jackson,MIN,RP,999,37.128,-1.987272718,-0.750349963,-1.44617574,-4.513499578,-0.84064575,-2.837960854,-12.3759046,5.072682396,-6.303222207,7432
Rafael Montero,HOU,RP,746.6300049,56.9535,-1.76939071,-3.389835047,-4.975338437,-3.164727867,3.737346334,-2.837960854,-12.39990658,5.072682396,-6.327224185,12760
Drew Smith,NYM,RP,999,55.0655,-1.719572065,-3.650287133,-4.693822455,-3.317637641,3.806595074,-2.837960854,-12.41268507,5.072682396,-6.340002677,17755
Michael Grove,LAD,SP/RP,613.9000244,43.8204,-1.996585624,-4.288676132,-3.109399667,-4.069079184,-1.431710458,-2.72955335,-17.62500442,10.19224434,-6.432760077,23221
Trevor Richards,TOR,RP,744.460022,50.9705,-1.996585624,-3.167574747,-3.329263108,-2.953024713,1.531479301,-2.623276934,-12.53824583,5.072682396,-6.465563429,19309
Kody Funderburk,MIN,RP,999,40.3855,-1.909505622,0.192051333,-3.149968485,-4.160375376,-0.730954398,-2.837960854,-12.5967134,5.072682396,-6.524031007,24993
Jose Soriano,LAA,RP,706.1300049,59.4152,-1.812154573,-2.291872786,-7.421519598,-2.612945066,3.964557006,-2.45693899,-12.63087401,5.072682396,-6.55819161,22100
Carlos Estevez,LAA,RP,229.6699982,63.2447,2.994476747,-4.241633502,-6.534644448,-2.776672725,0.709023686,-2.837960854,-12.6874111,5.072682396,-6.614728701,14542
Trevor Rogers,MIA,SP,337.75,104.463,-1.996585624,-6.29078685,-7.1617778,-0.487829304,-2.182919129,0.260165905,-17.8597328,10.19224434,-6.667488465,22286
Luis Garcia,LAA,RP,999,59.8049,-1.815213221,-2.521417619,-5.561636305,-3.401118915,3.355862659,-2.837960854,-12.78148425,5.072682396,-6.708801859,6984
Elvis Peguero,MIL,RP,999,50.4598,-1.83789694,-2.713279378,-4.37806907,-4.073017681,3.008709322,-2.837960854,-12.8315146,5.072682396,-6.758832205,21652
Shelby Miller,DET,RP,509.5799866,51.4646,-1.209955142,-2.244557114,-4.261106023,-3.599368826,0.993201344,-2.538974267,-12.86076003,5.072682396,-6.788077633,10197
David Peterson,NYM,SP,700.9299927,70.9286,-1.996585624,-3.163709807,-7.695337731,-2.204096912,-1.949691894,-1.013435886,-18.02285785,10.19224434,-6.830613516,20302
Carmen Mlodzinski,PIT,RP,999,50.4921,-1.780514152,-1.952051336,-6.41913516,-3.972246897,4.020218154,-2.837960854,-12.94169024,5.072682396,-6.869007848,27572
Lucas Sims,CIN,RP,628.2199707,54.8243,-1.493647603,-5.359844135,-6.111586209,-2.926684529,5.687304858,-2.837960854,-13.04241847,5.072682396,-6.969736076,13470
Miguel Castro,ARI,RP,750.8699951,55.5222,-1.47472999,-3.479402663,-5.525173412,-3.54541001,3.626957216,-2.837960854,-13.23571971,5.072682396,-7.163037316,15684
Logan Allen,CLE,SP,343.3299866,136.979,-1.996585624,-6.853174807,-9.852004381,1.005656959,-2.368412322,1.704413936,-18.36010624,10.19224434,-7.167861902,27589
Kyle Nelson,ARI,RP,999,44.1758,-1.979656773,-2.187436542,-3.70815079,-4.018793253,1.434188821,-2.837960854,-13.29780939,5.072682396,-7.225126994,20515
Zach Jackson,OAK,RP,748.4899902,41.9541,-1.756601277,-1.296357193,-5.859569066,-3.755101108,2.096519055,-2.837960854,-13.40907044,5.072682396,-7.336388047,19493
Reid Detmers,LAA,SP,229.6000061,152.813,-1.996585624,-9.883370166,-9.447010744,3.038616461,-2.368412322,2.068075962,-18.58868643,10.19224434,-7.396442096,27468
Ron Marinaccio,NYY,RP,999,46.6129,-1.891982463,-2.393910275,-4.26730198,-3.594273033,1.503705462,-2.837960854,-13.48172314,5.072682396,-7.409040748,23488
Keegan Akin,BAL,RP,999,41.5838,-1.951826309,-2.052021742,-2.29396862,-4.2675924,-0.357947135,-2.576923412,-13.50027962,5.072682396,-7.427597224,19362
Chris Devenski,TBR,RP,747.2999878,51.2207,-1.973031325,-5.010691399,-2.105967757,-3.890503758,2.241329852,-2.795440564,-13.53430495,5.072682396,-7.461622554,12763
Sam Moll,CIN,RP,999,51.0446,-1.8145685,-1.960553792,-5.525312704,-3.494614314,2.093813214,-2.837960854,-13.53919695,5.072682396,-7.466514554,14874
Jhony Brito,SDP,SP,519.6400146,106.787,-1.995346602,-6.118188256,-6.434596922,-1.705750933,-2.001835524,-0.419059722,-18.67477796,10.19224434,-7.482533621,25386
Chris Paddack,MIN,SP,293.6700134,117.655,-1.996585624,-9.307753918,-5.158657864,-0.374788649,-2.25686511,0.415390764,-18.6792604,10.19224434,-7.487016064,20099
Mason Black,SFG,SP,999,81.6408,-1.996585624,-5.303195357,-6.947717802,-2.146287522,-1.701337684,-0.659445212,-18.7545692,10.19224434,-7.562324863,sa3018146
Mitch Keller,PIT,SP,162.0700073,180.817,-1.996585624,-9.651161462,-12.25885773,3.672769164,-2.368412322,3.751776227,-18.85047175,10.19224434,-7.658227409,17594
Jose Butto,NYM,SP,704.9899902,35.8394,-1.996585624,-3.664521725,-4.375796926,-4.903824543,-1.985148568,-1.978400367,-18.90427775,10.19224434,-7.712033415,23313
Bryan Baker,BAL,RP,999,38.0912,-1.902531847,-1.465928225,-3.560513932,-4.366155439,0.333784587,-2.837960854,-13.79930571,5.072682396,-7.726623314,19804
Drew Smyly,CHC,SP,647.5800171,74.768,-1.927265486,-6.248525896,-6.20977517,-2.393568916,-0.251155135,-1.946756364,-18.97704697,10.19224434,-7.78480263,11760
Ryan Yarbrough,LAD,SP/RP,623.539978,66.8974,-1.960673908,-6.432241386,-3.064599106,-3.644417274,-1.882999861,-1.995133299,-18.98006483,10.19224434,-7.787820497,16502
Cole Irvin,BAL,SP,489.6900024,87.2792,-1.996585624,-6.759546183,-4.595995142,-2.808673619,-1.899183151,-0.992029404,-19.05201312,10.19224434,-7.859768785,19244
Ross Stripling,OAK,SP,529.789978,122.551,-1.996245469,-9.077336438,-5.392288413,-0.948814601,-2.037993112,0.34049813,-19.1121799,10.19224434,-7.919935566,13273
Joe Ross,MIL,SP,667.1799927,70.3419,-1.996585624,-5.938014934,-5.221206975,-3.000292908,-1.965737643,-1.012777323,-19.13461541,10.19224434,-7.942371069,12972
Kyle Hurt,LAD,RP,622.9899902,35.7394,-1.996585624,-1.258563579,-2.065327502,-4.230781865,-2.141367955,-2.330911851,-14.02353838,5.072682396,-7.95085598,27514
Genesis Cabrera,TOR,RP,999,53.4874,-1.996115601,-3.504196717,-5.370338343,-3.640286318,3.251546265,-2.837960854,-14.09735157,5.072682396,-8.024669171,17490
Brandon Bielak,HOU,SP,744.3599854,50.4428,-1.996585624,-3.050350219,-6.481042054,-4.210082083,-1.041289547,-2.447990875,-19.2273404,10.19224434,-8.035096065,19866
Luke Little,CHC,RP,750.3699951,35.2837,-1.996585624,-0.05213941,-4.211754252,-4.112218037,-0.899120207,-2.837960854,-14.10977838,5.072682396,-8.037095989,28036
Collin McHugh,,RP,999,48.6912,-1.996585624,-4.174425444,-4.637430941,-4.216512631,3.720934723,-2.837960854,-14.14198077,5.072682396,-8.069298374,7531
Beau Brieske,DET,RP,750.0999756,50.0443,-1.926303029,-3.024710503,-3.433459986,-4.212355136,0.703219097,-2.307649945,-14.2012595,5.072682396,-8.128577106,26079
Joey Lucchesi,NYM,SP,699.210022,53.7513,-1.996585624,-3.743559682,-5.841997569,-4.244263723,-2.080196294,-1.479439441,-19.38604233,10.19224434,-8.193797995,19320
Cade Cavalli,WSN,SP,653.5800171,48.5172,-1.996585624,-4.256098056,-5.534169235,-4.012574549,-2.098830884,-1.516474748,-19.4147331,10.19224434,-8.222488758,27473
Nick Robertson,STL,RP,999,36.1934,-1.996585624,-1.552042816,-1.812369643,-4.580281182,-1.619835087,-2.837960854,-14.39907521,5.072682396,-8.326392811,26226
Edward Cabrera,MIA,SP,290.6700134,128.935,-1.996585624,-5.207273368,-12.44716219,1.585116084,-2.368412322,0.897940527,-19.53637689,10.19224434,-8.344132556,21690
JP Sears,OAK,SP,381.6099854,161.279,-1.996585624,-11.80862981,-7.346826383,2.026318204,-2.368412322,1.897320426,-19.59681551,10.19224434,-8.404571169,23429
Ronel Blanco,HOU,SP/RP,707.5700073,54.034,-1.996585624,-4.861754245,-6.899666444,-3.526109367,-0.177832095,-2.165265655,-19.62721343,10.19224434,-8.434969091,19407
Connor Phillips,,SP,648.9099731,36.7551,-1.996585624,-4.062789233,-5.34563169,-4.313209458,-2.249306037,-1.74850092,-19.71602296,10.19224434,-8.523778624,27649
Tanner Banks,CHW,RP,750.9099731,54.9464,-1.81584209,-3.383284366,-3.227013938,-3.819173279,0.347911275,-2.736411189,-14.63381359,5.072682396,-8.561131191,16990
Jon Gray,TEX,SP,312.1300049,153.774,-1.996585624,-10.53721883,-9.320530452,2.058389251,-2.368412322,2.377987198,-19.78637078,10.19224434,-8.594126441,14916
Tim Herrin,CLE,RP,999,36.5959,-1.996585624,-1.00390186,-3.586896236,-4.520369275,-0.74902638,-2.837960854,-14.69474023,5.072682396,-8.622057833,25139
Bowden Francis,TOR,RP,624.7000122,58.4409,-1.949035893,-3.669168035,-2.006978514,-3.333940854,-1.899855845,-1.966304513,-14.82528365,5.072682396,-8.752601257,20548
Zack Thompson,STL,SP/RP,631.0700073,60.4031,-1.995935956,-3.880084397,-7.244693247,-3.314808209,-1.882748028,-1.656308155,-19.97457799,10.19224434,-8.782333654,25918
Charlie Morton,ATL,SP,232.2400055,143.893,-1.996585624,-7.520542929,-12.77310475,2.600175235,-2.368412322,2.061377652,-19.99709274,10.19224434,-8.804848399,4676
Yency Almonte,CHC,RP,999,47.0139,-1.908508783,-3.347273405,-4.570404841,-3.93858679,1.720515333,-2.837960854,-14.88221934,5.072682396,-8.809536943,15068
Eric Lauer,,SP,733.0100098,42.2111,-1.996585624,-4.706475276,-4.855082501,-4.589693468,-2.222651044,-1.669785232,-20.04027315,10.19224434,-8.848028808,19316
Connor Brogdon,PHI,RP,999,45.7194,-1.926962687,-2.871844342,-3.577340656,-4.09217871,0.371335616,-2.837960854,-14.93495163,5.072682396,-8.862269237,21205
Michael Tonkin,NYM,RP,999,45.9938,-1.965732529,-3.332445023,-2.062934487,-4.060429814,-0.67804688,-2.837960854,-14.93754959,5.072682396,-8.864867191,10315
Ranger Suarez,PHI,SP,346.0700073,148.098,-1.941784366,-5.62689936,-13.55252664,1.034156659,-2.368412322,2.398074374,-20.05739166,10.19224434,-8.865147321,17277
Jakob Junis,MIL,SP,502.3599854,99.0794,-1.939241121,-7.892949183,-6.131022484,-1.049892305,-1.962323766,-1.089091652,-20.06452051,10.19224434,-8.872276173,13619
John King,STL,RP,999,49.4907,-1.8571024,-1.569013551,-6.498459548,-4.905779137,2.624941194,-2.837960854,-15.0433743,5.072682396,-8.9706919,22051
Kutter Crawford,BOS,SP,251.2700043,139.43,-1.996585624,-11.70800896,-6.8376708,1.484225763,-2.218693052,1.024480915,-20.25225176,10.19224434,-9.060007424,20531
Reese Olson,DET,SP,296.2099915,131.716,-1.996585624,-9.046397092,-9.069636692,0.787040493,-2.366577533,1.438972792,-20.25318365,10.19224434,-9.060939317,24968
Andrew Abbott,CIN,SP,272.8699951,130.86,-1.996585624,-8.906901908,-10.0108411,1.760384391,-2.368412322,1.26276264,-20.25959392,10.19224434,-9.067349585,29911
